mission_run_id,mission_name,timestamp,mission_seq,mission_status,command_id,command_name,frame,current,autocontinue,param1,param2,param3,param4,param5,param6,param7,target_lat,target_lon,target_alt,llm_call_id,llm_step_index,dt,llm_latency_ms,llm_model_name,input_gpi_lat,input_gpi_lon,input_gpi_alt,input_gpi_relative_alt,input_gpi_vx,input_gpi_vy,input_gpi_vz,input_gpi_hdg,input_roll,input_pitch,input_yaw,input_vfr_groundspeed,input_vfr_heading,input_vfr_throttle,input_vfr_alt,input_vfr_climb,input_battery_remaining,input_voltage_battery,input_load,input_gps_fix_type,generated_gpi_lat,generated_gpi_lon,generated_gpi_alt,generated_gpi_relative_alt,generated_gpi_vx,generated_gpi_vy,generated_gpi_vz,generated_gpi_hdg,generated_att_roll,generated_att_pitch,generated_att_yaw,generated_vfr_groundspeed,generated_vfr_heading,generated_vfr_throttle,generated_vfr_alt,generated_vfr_climb,generated_sys_battery_remaining,generated_sys_voltage_battery,generated_sys_load,generated_gps_fix_type,mission_label,target_lat_deg,target_lon_deg,input_gpi_lat_deg,input_gpi_lon_deg,generated_gpi_lat_deg,generated_gpi_lon_deg,generated_vx_mps,generated_vy_mps,generated_vz_mps,horizontal_speed_mps,elapsed_s,generated_E,generated_N
mission_20260716_135520,qgc_uploaded_mission,1784225998.7001712,0,active,22,MAV_CMD_NAV_TAKEOFF,,,,0.0,0.0,0.0,,473979530.0,85461823.0,49.98720169067383,473979530.0,85461823.0,49.98720169067383,053e7709-ddba-4b64-a54d-056a392271cd,0,0.5,64593.50077399995,gpt-oss:20b-cloud,473979709.0,85461637.0,0.0,1000,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100,12000,400,3,473979709.0,85461637.0,2000.0,2000.0,0.0,0.0,-100.0,0.0,0.0,0.02,0.0,0.0,0.0,70.0,2.0,1.0,100.0,12000.0,400.0,,M1,47.397953,8.5461823,47.3979709,8.5461637,47.3979709,8.5461637,0.0,0.0,-1.0,0.0,0.5,0.0,0.0
mission_20260716_135520,qgc_uploaded_mission,1784225998.70021,0,active,22,MAV_CMD_NAV_TAKEOFF,,,,0.0,0.0,0.0,,473979530.0,85461823.0,49.98720169067383,473979530.0,85461823.0,49.98720169067383,053e7709-ddba-4b64-a54d-056a392271cd,1,1.0,64593.50077399995,gpt-oss:20b-cloud,473979709.0,85461637.0,0.0,1000,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100,12000,400,3,473979709.0,85461637.0,3000.0,3000.0,0.0,0.0,-100.0,0.0,0.0,0.02,0.0,0.0,0.0,70.0,3.0,1.0,100.0,12000.0,400.0,,M1,47.397953,8.5461823,47.3979709,8.5461637,47.3979709,8.5461637,0.0,0.0,-1.0,0.0,1.0000388622283936,0.0,0.0
mission_20260716_135520,qgc_uploaded_mission,1784225998.7002263,0,active,22,MAV_CMD_NAV_TAKEOFF,,,,0.0,0.0,0.0,,473979530.0,85461823.0,49.98720169067383,473979530.0,85461823.0,49.98720169067383,053e7709-ddba-4b64-a54d-056a392271cd,2,1.5,64593.50077399995,gpt-oss:20b-cloud,473979709.0,85461637.0,0.0,1000,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100,12000,400,3,473979709.0,85461637.0,4000.0,4000.0,0.0,0.0,-100.0,0.0,0.0,0.02,0.0,0.0,0.0,70.0,4.0,1.0,100.0,12000.0,400.0,,M1,47.397953,8.5461823,47.3979709,8.5461637,47.3979709,8.5461637,0.0,0.0,-1.0,0.0,1.5000550746917725,0.0,0.0
mission_20260716_135520,qgc_uploaded_mission,1784225998.70024,0,active,22,MAV_CMD_NAV_TAKEOFF,,,,0.0,0.0,0.0,,473979530.0,85461823.0,49.98720169067383,473979530.0,85461823.0,49.98720169067383,053e7709-ddba-4b64-a54d-056a392271cd,3,2.0,64593.50077399995,gpt-oss:20b-cloud,473979709.0,85461637.0,0.0,1000,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100,12000,400,3,473979709.0,85461637.0,5000.0,5000.0,0.0,0.0,-100.0,0.0,0.0,0.02,0.0,0.0,0.0,70.0,5.0,1.0,100.0,12000.0,400.0,,M1,47.397953,8.5461823,47.3979709,8.5461637,47.3979709,8.5461637,0.0,0.0,-1.0,0.0,2.0000686645507812,0.0,0.0
mission_20260716_135520,qgc_uploaded_mission,1784225998.700252,0,active,22,MAV_CMD_NAV_TAKEOFF,,,,0.0,0.0,0.0,,473979530.0,85461823.0,49.98720169067383,473979530.0,85461823.0,49.98720169067383,053e7709-ddba-4b64-a54d-056a392271cd,4,2.5,64593.50077399995,gpt-oss:20b-cloud,473979709.0,85461637.0,0.0,1000,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100,12000,400,3,473979709.0,85461637.0,6000.0,6000.0,0.0,0.0,-100.0,0.0,0.0,0.02,0.0,0.0,0.0,70.0,6.0,1.0,100.0,12000.0,400.0,,M1,47.397953,8.5461823,47.3979709,8.5461637,47.3979709,8.5461637,0.0,0.0,-1.0,0.0,2.5000808238983154,0.0,0.0
mission_20260716_135520,qgc_uploaded_mission,1784226069.3274455,0,active,22,MAV_CMD_NAV_TAKEOFF,,,,0.0,0.0,0.0,,473979530.0,85461823.0,49.98720169067383,473979530.0,85461823.0,49.98720169067383,07f5f1bd-4b75-4443-99a9-e1b0180b7a84,0,0.5,66420.23361599968,gpt-oss:20b-cloud,473979709.0,85461637.0,6000.0,6000,0.0,0.0,-100,0,0.0,0.02,0.0,0.0,0.0,70.0,6.0,0.0,100,12000,400,3,473979709.0,85461637.0,8000.0,8000.0,0.0,0.0,-400.0,0.0,0.0,0.02,0.0,0.0,0.0,70.0,8.0,4.0,100.0,,,3.0,M1,47.397953,8.5461823,47.3979709,8.5461637,47.3979709,8.5461637,0.0,0.0,-4.0,0.0,71.12727427482605,0.0,0.0
mission_20260716_135520,qgc_uploaded_mission,1784226069.3274844,0,active,22,MAV_CMD_NAV_TAKEOFF,,,,0.0,0.0,0.0,,473979530.0,85461823.0,49.98720169067383,473979530.0,85461823.0,49.98720169067383,07f5f1bd-4b75-4443-99a9-e1b0180b7a84,1,1.0,66420.23361599968,gpt-oss:20b-cloud,473979709.0,85461637.0,6000.0,6000,0.0,0.0,-100,0,0.0,0.02,0.0,0.0,0.0,70.0,6.0,0.0,100,12000,400,3,473979709.0,85461637.0,10000.0,10000.0,0.0,0.0,-400.0,0.0,0.0,0.02,0.0,0.0,0.0,70.0,10.0,4.0,100.0,,,3.0,M1,47.397953,8.5461823,47.3979709,8.5461637,47.3979709,8.5461637,0.0,0.0,-4.0,0.0,71.62731313705444,0.0,0.0
mission_20260716_135520,qgc_uploaded_mission,1784226069.327499,0,active,22,MAV_CMD_NAV_TAKEOFF,,,,0.0,0.0,0.0,,473979530.0,85461823.0,49.98720169067383,473979530.0,85461823.0,49.98720169067383,07f5f1bd-4b75-4443-99a9-e1b0180b7a84,2,1.5,66420.23361599968,gpt-oss:20b-cloud,473979709.0,85461637.0,6000.0,6000,0.0,0.0,-100,0,0.0,0.02,0.0,0.0,0.0,70.0,6.0,0.0,100,12000,400,3,473979709.0,85461637.0,12000.0,12000.0,0.0,0.0,-400.0,0.0,0.0,0.02,0.0,0.0,0.0,70.0,12.0,4.0,100.0,,,3.0,M1,47.397953,8.5461823,47.3979709,8.5461637,47.3979709,8.5461637,0.0,0.0,-4.0,0.0,72.12732768058777,0.0,0.0
mission_20260716_135520,qgc_uploaded_mission,1784226069.327512,0,active,22,MAV_CMD_NAV_TAKEOFF,,,,0.0,0.0,0.0,,473979530.0,85461823.0,49.98720169067383,473979530.0,85461823.0,49.98720169067383,07f5f1bd-4b75-4443-99a9-e1b0180b7a84,3,2.0,66420.23361599968,gpt-oss:20b-cloud,473979709.0,85461637.0,6000.0,6000,0.0,0.0,-100,0,0.0,0.02,0.0,0.0,0.0,70.0,6.0,0.0,100,12000,400,3,473979709.0,85461637.0,14000.0,14000.0,0.0,0.0,-400.0,0.0,0.0,0.02,0.0,0.0,0.0,70.0,14.0,4.0,100.0,,,3.0,M1,47.397953,8.5461823,47.3979709,8.5461637,47.3979709,8.5461637,0.0,0.0,-4.0,0.0,72.62734079360962,0.0,0.0
mission_20260716_135520,qgc_uploaded_mission,1784226069.3275232,0,active,22,MAV_CMD_NAV_TAKEOFF,,,,0.0,0.0,0.0,,473979530.0,85461823.0,49.98720169067383,473979530.0,85461823.0,49.98720169067383,07f5f1bd-4b75-4443-99a9-e1b0180b7a84,4,2.5,66420.23361599968,gpt-oss:20b-cloud,473979709.0,85461637.0,6000.0,6000,0.0,0.0,-100,0,0.0,0.02,0.0,0.0,0.0,70.0,6.0,0.0,100,12000,400,3,473979709.0,85461637.0,16000.0,16000.0,0.0,0.0,-400.0,0.0,0.0,0.02,0.0,0.0,0.0,70.0,16.0,4.0,100.0,,,3.0,M1,47.397953,8.5461823,47.3979709,8.5461637,47.3979709,8.5461637,0.0,0.0,-4.0,0.0,73.12735199928284,0.0,0.0
